# Mutants that already survived when this gate was first recorded.
#
# WHAT A LINE MEANS
#   tools/battery/run_mutation_gate.py tested this mutation, the
#   package's whole suite still passed, and the run was allowed
#   anyway because the hole predates the gate.  A survivor this
#   file does not carry fails the run.  Same shape and same
#   reason as _CRLF_DEBT in tests/test_line_ending_stability.py:
#   a gate that is red on its first run gets widened until it
#   means nothing, so the existing debt is written down once and
#   nothing may be added to it by accident.
#
#   Every line here is a place where the crate's tests would not
#   notice that mutation.  It is a work list, not a permission
#   slip.  Deleting a line is how a coverage hole is closed:
#   write the test, watch the run stay green, remove the line.
#
# FORMAT
#   COUNT | PACKAGE | FILE | FUNCTION | GENRE | REPLACEMENT
#
#   COUNT is how many identical survivors that key stands for --
#   the same mutation can appear more than once in one function.
#   REPLACEMENT is JSON-quoted because it may contain the field
#   separator.  There is no line number on purpose: line numbers
#   move when anything above them is edited, and a list keyed by
#   them would forgive a survivor that slid down the file and
#   manufacture a fresh one out of the same mutation.
#
# THE ONE FALSE POSITIVE THIS SHAPE HAS
#   A function moved bodily to another file changes its key, so
#   every survivor it already had reads as fresh and the run is
#   red for a change that altered no behaviour.  Re-baseline
#   just that package -- minutes, not the whole list:
#     python tools/battery/run_mutation_gate.py --all-mutants \
#         --baseline --only <package> --jobs 8
#
# REGENERATE EVERYTHING (deliberately, never to make a red run
# green; it also discards any note written by hand above a line):
#   python tools/battery/run_mutation_gate.py --all-mutants --baseline --jobs 8

2 | netcdf-writer | crates/netcdf-writer/src/bin/nc_rewrite.rs | char_bytes | BinaryOperator | "!="
1 | rustwx-core | crates/rustwx-core/src/lib.rs | ProbabilitySelection::as_slug | FnValue | "String::new()"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | ProductId::as_slug | FnValue | "\"\""
1 | rustwx-core | crates/rustwx-core/src/lib.rs | ProductId::as_slug | FnValue | "\"xyzzy\""
1 | rustwx-core | crates/rustwx-core/src/lib.rs | ProductKind::as_str | FnValue | "\"\""
1 | rustwx-core | crates/rustwx-core/src/lib.rs | ProductKind::as_str | FnValue | "\"xyzzy\""
1 | rustwx-core | crates/rustwx-core/src/lib.rs | checked_volume_elements | BinaryOperator | ">="
1 | rustwx-core | crates/rustwx-core/src/lib.rs | forecast_hour_allowed_for_model | BinaryOperator | ">"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | forecast_hour_allowed_for_model | FnValue | "true"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | forecast_hour_allowed_for_model | MatchArm | ""
1 | rustwx-core | crates/rustwx-core/src/lib.rs | geographic_distance_score | BinaryOperator | "*"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | geographic_distance_score | BinaryOperator | "/"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | insert_best_sample_candidate | BinaryOperator | "+"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | insert_best_sample_candidate | BinaryOperator | "/"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | insert_best_sample_candidate | BinaryOperator | "<"
2 | rustwx-core | crates/rustwx-core/src/lib.rs | insert_best_sample_candidate | BinaryOperator | "<="
2 | rustwx-core | crates/rustwx-core/src/lib.rs | insert_best_sample_candidate | BinaryOperator | "=="
2 | rustwx-core | crates/rustwx-core/src/lib.rs | insert_best_sample_candidate | BinaryOperator | ">"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | insert_best_sample_candidate | BinaryOperator | ">="
1 | rustwx-core | crates/rustwx-core/src/lib.rs | insert_best_sample_candidate | BinaryOperator | "||"
2 | rustwx-core | crates/rustwx-core/src/lib.rs | is_leap_year | BinaryOperator | "+"
2 | rustwx-core | crates/rustwx-core/src/lib.rs | is_leap_year | BinaryOperator | "/"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | normalized_longitude_delta | BinaryOperator | "*="
1 | rustwx-core | crates/rustwx-core/src/lib.rs | normalized_longitude_delta | BinaryOperator | "+="
1 | rustwx-core | crates/rustwx-core/src/lib.rs | normalized_longitude_delta | BinaryOperator | "-="
1 | rustwx-core | crates/rustwx-core/src/lib.rs | normalized_longitude_delta | BinaryOperator | "/="
1 | rustwx-core | crates/rustwx-core/src/lib.rs | normalized_longitude_delta | BinaryOperator | "=="
1 | rustwx-core | crates/rustwx-core/src/lib.rs | normalized_longitude_delta | BinaryOperator | ">="
1 | rustwx-core | crates/rustwx-core/src/lib.rs | normalized_longitude_delta | UnaryOperator | ""
1 | rustwx-core | crates/rustwx-core/src/lib.rs | point_in_ring | BinaryOperator | "%"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | point_in_ring | BinaryOperator | "*"
2 | rustwx-core | crates/rustwx-core/src/lib.rs | point_in_ring | BinaryOperator | "+"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | point_in_ring | BinaryOperator | "-"
3 | rustwx-core | crates/rustwx-core/src/lib.rs | point_in_ring | BinaryOperator | "/"
2 | rustwx-core | crates/rustwx-core/src/lib.rs | point_in_ring | BinaryOperator | "<="
1 | rustwx-core | crates/rustwx-core/src/lib.rs | point_in_ring | BinaryOperator | "=="
1 | rustwx-core | crates/rustwx-core/src/lib.rs | point_in_ring | BinaryOperator | ">"
2 | rustwx-core | crates/rustwx-core/src/lib.rs | point_in_ring | BinaryOperator | ">="
2 | rustwx-core | crates/rustwx-core/src/lib.rs | point_on_segment | BinaryOperator | "*"
9 | rustwx-core | crates/rustwx-core/src/lib.rs | point_on_segment | BinaryOperator | "+"
2 | rustwx-core | crates/rustwx-core/src/lib.rs | point_on_segment | BinaryOperator | "-"
9 | rustwx-core | crates/rustwx-core/src/lib.rs | point_on_segment | BinaryOperator | "/"
3 | rustwx-core | crates/rustwx-core/src/lib.rs | point_on_segment | BinaryOperator | "<"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | point_on_segment | BinaryOperator | "=="
2 | rustwx-core | crates/rustwx-core/src/lib.rs | point_on_segment | BinaryOperator | ">"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | point_on_segment | BinaryOperator | ">="
3 | rustwx-core | crates/rustwx-core/src/lib.rs | point_on_segment | BinaryOperator | "||"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | point_on_segment | FnValue | "false"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | sample_field_point | BinaryOperator | "%"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | sample_field_point | BinaryOperator | "%="
1 | rustwx-core | crates/rustwx-core/src/lib.rs | sample_field_point | BinaryOperator | "&&"
1 | rustwx-core | crates/rustwx-core/src/lib.rs | sample_field_point | BinaryOperator | "*"
2 | rustwx-core | crates/rustwx-core/src/lib.rs | sample_field_point | BinaryOperator | "*="
1 | rustwx-core | crates/rustwx-core/src/lib.rs | summarize_field_polygon | BinaryOperator | "*="
1 | rustwx-core | crates/rustwx-core/src/lib.rs | summarize_field_polygon | BinaryOperator | "-="
3 | rustwx-core | crates/rustwx-core/src/lib.rs | summarize_field_polygon | BinaryOperator | ">="
1 | rustwx-core | crates/rustwx-core/src/lib.rs | validate_cycle_date | MatchArm | ""
6 | rustwx-core | crates/rustwx-core/src/lib.rs | validate_utc_timestamp | BinaryOperator | "&&"
3 | rustwx-core | crates/rustwx-core/src/lib.rs | validate_utc_timestamp | BinaryOperator | "=="
3 | rustwx-core | crates/rustwx-core/src/lib.rs | validate_utc_timestamp | BinaryOperator | ">="
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | MemberStack::is_empty | FnValue | "false"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | MemberStack::is_empty | FnValue | "true"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | MemberStack::member | FnValue | "Vec::leak(Vec::new())"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | MemberStack::member | FnValue | "Vec::leak(vec![-1.0])"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | MemberStack::member | FnValue | "Vec::leak(vec![0.0])"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | MemberStack::member | FnValue | "Vec::leak(vec![1.0])"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | MemberStack::numbers | FnValue | "Vec::leak(Vec::new())"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | MemberStack::numbers | FnValue | "Vec::leak(vec![0])"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | MemberStack::numbers | FnValue | "Vec::leak(vec![1])"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | MemberStack::nx | FnValue | "0"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | MemberStack::nx | FnValue | "1"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | MemberStack::ny | FnValue | "0"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | MemberStack::ny | FnValue | "1"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | MissingnessReport::caption | BinaryOperator | "=="
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | MissingnessReport::caption | BinaryOperator | ">="
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | NanPolicy::as_str | FnValue | "\"\""
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | NanPolicy::as_str | FnValue | "\"xyzzy\""
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | NanPolicy::parse | FnValue | "Ok(Default::default())"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | PmmTieRule::as_str | FnValue | "\"\""
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | PmmTieRule::as_str | FnValue | "\"xyzzy\""
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | PmmTieRule::parse | FnValue | "Ok(Default::default())"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | ensemble_mean | BinaryOperator | ">="
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | ensemble_spread | BinaryOperator | "*"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | ensemble_spread | BinaryOperator | "/"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | ensemble_spread | BinaryOperator | ">="
2 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | exceedance_probability | BinaryOperator | ">="
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | for_each_shifted | BinaryOperator | "/"
2 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | in_domain_offsets | BinaryOperator | "<="
2 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | missingness_report | BinaryOperator | "!="
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | missingness_report | BinaryOperator | "%"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | missingness_report | BinaryOperator | "*"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | missingness_report | BinaryOperator | "/"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | neighborhood_max | BinaryOperator | "=="
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | neighborhood_max | BinaryOperator | ">="
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | pmm_tie_report | BinaryOperator | "*"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | pmm_tie_report | BinaryOperator | "+"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | pmm_tie_report | BinaryOperator | "<="
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | pmm_tie_report | BinaryOperator | ">="
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | probability_matched_mean | BinaryOperator | "*"
3 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | probability_matched_mean | BinaryOperator | "+"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | probability_matched_mean | BinaryOperator | "/"
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | probability_matched_mean | BinaryOperator | "<="
1 | rustwx-ensemble | crates/rustwx-ensemble/src/lib.rs | probability_matched_mean | BinaryOperator | ">="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/bin/rw_runscore.rs | main | FnValue | "Default::default()"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/bin/rw_runscore.rs | parse | BinaryOperator | "!="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/bin/rw_runscore.rs | parse | BinaryOperator | "<"
2 | rw-fieldcmp | crates/rw-fieldcmp/src/bin/rw_runscore.rs | parse | BinaryOperator | "=="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/bin/rw_runscore.rs | parse | BinaryOperator | ">="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/bin/rw_runscore.rs | parse | BinaryOperator | "||"
2 | rw-fieldcmp | crates/rw-fieldcmp/src/bin/rw_runscore.rs | parse | MatchArm | ""
1 | rw-fieldcmp | crates/rw-fieldcmp/src/bin/rw_runscore.rs | parse | MatchArmGuard | "false"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/bin/rw_runscore.rs | parse | MatchArmGuard | "true"
2 | rw-fieldcmp | crates/rw-fieldcmp/src/bin/rw_runscore.rs | parse | UnaryOperator | ""
1 | rw-fieldcmp | crates/rw-fieldcmp/src/bin/rw_runscore.rs | run | FnValue | "Ok(())"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/bin/rw_runscore.rs | run | UnaryOperator | ""
1 | rw-fieldcmp | crates/rw-fieldcmp/src/gridops.rs | Field::boundary_values | BinaryOperator | "&&"
2 | rw-fieldcmp | crates/rw-fieldcmp/src/gridops.rs | Field::boundary_values | BinaryOperator | "/"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/gridops.rs | Field::boxcar | BinaryOperator | "&&"
2 | rw-fieldcmp | crates/rw-fieldcmp/src/gridops.rs | Field::boxcar | BinaryOperator | "+"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/gridops.rs | Field::composite | BinaryOperator | "+"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/gridops.rs | Field::interior | BinaryOperator | "&&"
2 | rw-fieldcmp | crates/rw-fieldcmp/src/gridops.rs | Field::interior | BinaryOperator | "+"
5 | rw-fieldcmp | crates/rw-fieldcmp/src/gridops.rs | Field::interior | BinaryOperator | "/"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/gridops.rs | Field::into_values | FnValue | "vec![-1.0]"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/gridops.rs | Field::into_values | FnValue | "vec![0.0]"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/gridops.rs | Field::into_values | FnValue | "vec![1.0]"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/gridops.rs | Field::into_values | FnValue | "vec![]"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/gridops.rs | Field::is_empty | FnValue | "false"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/gridops.rs | Field::is_empty | FnValue | "true"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/gridops.rs | Field::len | FnValue | "0"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/gridops.rs | Field::planes | BinaryOperator | "/"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/gridops.rs | smooth_line | BinaryOperator | "*"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/gridops.rs | smooth_line | BinaryOperator | "-="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | FramePlanes::plane | BinaryOperator | "!="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | FramePlanes::plane | FnValue | "None"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | FramePlanes::plane | FnValue | "Some(Vec::leak(Vec::new()))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | FramePlanes::plane | FnValue | "Some(Vec::leak(vec![-1.0]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | FramePlanes::plane | FnValue | "Some(Vec::leak(vec![0.0]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | FramePlanes::plane | FnValue | "Some(Vec::leak(vec![1.0]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::has | FnValue | "false"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::has | FnValue | "true"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read | BinaryOperator | "!="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read | BinaryOperator | "<"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read | BinaryOperator | "=="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read | BinaryOperator | ">="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read | BinaryOperator | "||"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read | FnValue | "Ok((vec![0], vec![-1.0]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read | FnValue | "Ok((vec![0], vec![0.0]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read | FnValue | "Ok((vec![0], vec![1.0]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read | FnValue | "Ok((vec![0], vec![]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read | FnValue | "Ok((vec![1], vec![-1.0]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read | FnValue | "Ok((vec![1], vec![0.0]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read | FnValue | "Ok((vec![1], vec![1.0]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read | FnValue | "Ok((vec![1], vec![]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read | FnValue | "Ok((vec![], vec![-1.0]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read | FnValue | "Ok((vec![], vec![0.0]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read | FnValue | "Ok((vec![], vec![1.0]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read | FnValue | "Ok((vec![], vec![]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read_composite | BinaryOperator | "+"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read_composite | BinaryOperator | "/"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read_composite | BinaryOperator | "=="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read_composite | FnValue | "Ok((0, vec![-1.0]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read_composite | FnValue | "Ok((0, vec![0.0]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read_composite | FnValue | "Ok((0, vec![1.0]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read_composite | FnValue | "Ok((0, vec![]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read_composite | FnValue | "Ok((1, vec![-1.0]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read_composite | FnValue | "Ok((1, vec![0.0]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read_composite | FnValue | "Ok((1, vec![1.0]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read_composite | FnValue | "Ok((1, vec![]))"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read_plane | BinaryOperator | "=="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read_plane | FnValue | "Ok(vec![-1.0])"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read_plane | FnValue | "Ok(vec![0.0])"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read_plane | FnValue | "Ok(vec![1.0])"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | OpenFrame::read_plane | FnValue | "Ok(vec![])"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | compare_frame | BinaryOperator | "%"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | compare_frame | BinaryOperator | "&&"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | compare_frame | BinaryOperator | "*"
2 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | compare_frame | BinaryOperator | "+"
2 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | compare_frame | BinaryOperator | "/"
3 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | compare_frame | BinaryOperator | "<"
3 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | compare_frame | BinaryOperator | "=="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | compare_frame | BinaryOperator | ">="
2 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | compare_frame | BinaryOperator | "||"
3 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | compare_frame | UnaryOperator | ""
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | default_fields | FnValue | "vec![]"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | frame_names | BinaryOperator | "||"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | frame_names | FnValue | "Ok(vec![\"xyzzy\".into()])"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | frame_names | FnValue | "Ok(vec![String::new()])"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/lib.rs | frame_names | FnValue | "Ok(vec![])"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/main.rs | main | FnValue | "Default::default()"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/main.rs | parse | BinaryOperator | "=="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/main.rs | parse | MatchArmGuard | "false"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/main.rs | parse | MatchArmGuard | "true"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/main.rs | run | FnValue | "Ok(())"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/main.rs | run | UnaryOperator | ""
1 | rw-fieldcmp | crates/rw-fieldcmp/src/numfmt.rs | general | BinaryOperator | "<="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/numfmt.rs | general | BinaryOperator | "||"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/numfmt.rs | general | UnaryOperator | ""
1 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | days_from_civil | BinaryOperator | "+"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | days_from_civil | BinaryOperator | "/"
2 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | has_qualifying_object | BinaryOperator | "!="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | has_qualifying_object | BinaryOperator | "%"
3 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | has_qualifying_object | BinaryOperator | "&&"
2 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | has_qualifying_object | BinaryOperator | "-"
2 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | has_qualifying_object | BinaryOperator | "/"
2 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | has_qualifying_object | BinaryOperator | "<="
2 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | has_qualifying_object | BinaryOperator | "=="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | neighborhood_distance | BinaryOperator | "-"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | parse_instant | BinaryOperator | "&&"
2 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | parse_instant | BinaryOperator | "-"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | parse_instant | BinaryOperator | "/"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | read_field | BinaryOperator | "&&"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | read_field | BinaryOperator | "<"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | read_field | BinaryOperator | "<="
2 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | read_field | BinaryOperator | "=="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | read_field | BinaryOperator | ">"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | read_field | BinaryOperator | ">="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | read_field | UnaryOperator | ""
2 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | read_frame | BinaryOperator | "*="
2 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | read_frame | BinaryOperator | "+"
2 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | read_frame | BinaryOperator | "-="
2 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | read_frame | BinaryOperator | "/"
2 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | read_frame | BinaryOperator | "=="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | score | BinaryOperator | "&&"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | score | BinaryOperator | "<="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | score | BinaryOperator | "=="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | score | BinaryOperator | ">"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | score | UnaryOperator | ""
1 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | score_domain | BinaryOperator | "%"
2 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | score_domain | BinaryOperator | "*"
6 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | score_domain | BinaryOperator | "+"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | score_domain | BinaryOperator | "-"
6 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | score_domain | BinaryOperator | "/"
2 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | score_domain | BinaryOperator | "=="
2 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | score_domain | BinaryOperator | "||"
2 | rw-fieldcmp | crates/rw-fieldcmp/src/runscore.rs | score_domain | UnaryOperator | ""
1 | rw-fieldcmp | crates/rw-fieldcmp/src/stats.rs | PooledRmse::count | FnValue | "0"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/stats.rs | PooledRmse::count | FnValue | "1"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/stats.rs | PooledRmse::finish | BinaryOperator | "!="
1 | rw-fieldcmp | crates/rw-fieldcmp/src/stats.rs | PooledRmse::finish | BinaryOperator | "%"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/stats.rs | PooledRmse::finish | BinaryOperator | "*"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/stats.rs | PooledRmse::finish | FnValue | "None"
1 | rw-fieldcmp | crates/rw-fieldcmp/src/stats.rs | PooledRmse::finish | FnValue | "Some(-1.0)"
